Model,Band_Selection,N_Bands,OA,AA,Kappa
SVM,PCA Loadings,8,0.8862,0.8949,0.8767
SVM,Mutual Information,8,0.7487,0.7571,0.7279
SVM,K-Means Clustering,8,0.9467,0.9533,0.9422
SVM,Laplacian Score,8,0.8636,0.8723,0.8523
SVM,Genetic Algorithm,8,0.9579,0.9632,0.9544
SVM,QPSO,8,0.9631,0.9672,0.96
SVM,Quantum Amplitude (Qiskit),8,0.8308,0.8457,0.8168
Random Forest,PCA Loadings,8,0.8738,0.8826,0.8633
Random Forest,Mutual Information,8,0.72,0.7282,0.6968
Random Forest,K-Means,8,0.9128,0.9245,0.9056
Random Forest,Laplacian Score,8,0.8369,0.8465,0.8234
Random Forest,Genetic Algorithm,8,0.9303,0.9377,0.9245
Random Forest,QPSO,8,0.9231,0.9337,0.9167
Random Forest,Quantum (Qiskit),8,0.8164,0.827,0.8012
XGBoost,PCA Loadings,8,0.881,0.8893,0.8711
XGBoost,Mutual Information,8,0.7056,0.714,0.6812
XGBoost,K-Means,8,0.9108,0.9237,0.9034
XGBoost,Laplacian Score,8,0.8277,0.8378,0.8134
XGBoost,Genetic Algorithm,8,0.9241,0.9335,0.9178
XGBoost,QPSO,8,0.9333,0.9415,0.9278
XGBoost,Quantum (Qiskit),8,0.8123,0.8185,0.7966
LightGBM,PCA Loadings,8,0.8862,0.8932,0.8767
LightGBM,Mutual Information,8,0.7138,0.7179,0.6898
LightGBM,K-Means,8,0.9087,0.9221,0.9012
LightGBM,Laplacian Score,8,0.8144,0.8279,0.7989
LightGBM,Genetic Algorithm,8,0.9251,0.9352,0.9189
LightGBM,QPSO,8,0.9303,0.9385,0.9245
LightGBM,Quantum (Qiskit),8,0.8062,0.8139,0.79
KNN,PCA Loadings,8,0.8533,0.8622,0.8411
KNN,Mutual Information,8,0.6964,0.71,0.6714
KNN,K-Means,8,0.9138,0.9265,0.9067
KNN,Laplacian Score,8,0.8185,0.8331,0.8035
KNN,Genetic Algorithm,8,0.9344,0.9435,0.9289
KNN,QPSO,8,0.921,0.9322,0.9145
KNN,Quantum (Qiskit),8,0.7928,0.8019,0.7756


Model,Band_Selection,N_Bands,OA,AA,Kappa
KNN,PCA Loadings,8,0.8533,0.8622,0.8411
KNN,Mutual Information,8,0.6964,0.71,0.6714
KNN,K-Means,8,0.9138,0.9265,0.9067
KNN,Laplacian Score,8,0.8185,0.8331,0.8035
KNN,Genetic Algorithm,8,0.9344,0.9435,0.9289
KNN,QPSO,8,0.921,0.9322,0.9145
KNN,Quantum (Qiskit),8,0.7928,0.8019,0.7756


Model,Band_Selection,N_Bands,OA,AA,Kappa
LightGBM,PCA Loadings,8,0.8862,0.8932,0.8767
LightGBM,Mutual Information,8,0.7138,0.7179,0.6898
LightGBM,K-Means,8,0.9087,0.9221,0.9012
LightGBM,Laplacian Score,8,0.8144,0.8279,0.7989
LightGBM,Genetic Algorithm,8,0.9251,0.9352,0.9189
LightGBM,QPSO,8,0.9303,0.9385,0.9245
LightGBM,Quantum (Qiskit),8,0.8062,0.8139,0.79


Model,Band_Selection,N_Bands,OA,AA,Kappa
Random Forest,PCA Loadings,8,0.8738,0.8826,0.8633
Random Forest,Mutual Information,8,0.72,0.7282,0.6968
Random Forest,K-Means,8,0.9128,0.9245,0.9056
Random Forest,Laplacian Score,8,0.8369,0.8465,0.8234
Random Forest,Genetic Algorithm,8,0.9303,0.9377,0.9245
Random Forest,QPSO,8,0.9231,0.9337,0.9167
Random Forest,Quantum (Qiskit),8,0.8164,0.827,0.8012


Model,Band_Selection,N_Bands,OA,AA,Kappa
XGBoost,PCA Loadings,8,0.881,0.8893,0.8711
XGBoost,Mutual Information,8,0.7056,0.714,0.6812
XGBoost,K-Means,8,0.9108,0.9237,0.9034
XGBoost,Laplacian Score,8,0.8277,0.8378,0.8134
XGBoost,Genetic Algorithm,8,0.9241,0.9335,0.9178
XGBoost,QPSO,8,0.9333,0.9415,0.9278
XGBoost,Quantum (Qiskit),8,0.8123,0.8185,0.7966


0,1,2,3,4,5,6,7
-1.8280584,-1.6749039,-2.1592336,-2.199211,-2.0301065,-1.953548,-1.6473991,-1.5412772
-0.36080384,-0.27098224,-0.25837138,-0.39655277,0.094009824,-0.19988243,-0.010542806,-0.055211116
0.27282152,0.31517896,-0.76754576,-0.6527466,-0.12804359,0.55168855,0.40412745,0.47552675
-0.8633343,-1.2379692,-0.8633805,-1.0112491,-1.2412324,-1.4385827,-0.9490071,-0.9468507
-0.04651224,-0.052514818,0.38747177,0.2333629,0.29853272,0.31508285,0.09858094,0.13585451
3.051025,2.9988658,2.1866658,2.5314982,2.2502654,2.7785656,2.80485,2.7470849
-0.71039027,-0.354549,-0.12170264,0.0355102,-0.2975054,-0.3808162,-0.5561616,-0.43734238
0.5350113,0.7222685,0.83664525,1.0729686,0.7397178,0.18982103,-0.07601706,-0.22504723
1.3854475,1.0087831,0.59747493,0.32214296,1.4438609,1.6372911,1.6699631,1.6219205
-0.31038272,-0.23516789,0.29663703,0.323834,-0.51955885,-0.506078,-0.70893484,-0.9043917
0.25937587,0.12178157,-0.06586845,-0.25704125,0.3774201,0.3568368,0.033106692,-0.37365383
0.65602195,0.77240855,0.63414216,0.41261408,1.0143628,0.9274741,0.49142647,0.4118382
-0.14567377,-0.12772492,-0.26170477,-0.097237125,0.14952318,-0.18596445,0.2077047,0.2632316
1.0409032,0.9192473,1.214151,0.87004274,0.7689354,0.4403447,0.6878492,0.68782187
0.29635134,0.14207636,-0.41837382,-0.29255328,-0.037469175,0.23157497,0.14223045,0.07216597
0.49803582,0.232806,0.0983007,-0.11583866,0.713422,0.8439661,0.49142647,0.5604448
-1.6919212,-1.8909837,-2.7067418,-2.765712,-2.2141771,-1.6195165,-1.2327288,-1.2652935
0.4476147,0.09909917,-1.0567168,-0.99264747,-0.02870391,0.8996381,0.8624472,0.7090514
0.70308167,0.5324525,1.0774822,0.9579773,0.6666739,0.28724688,0.22952946,0.15708402
-1.4851947,-1.6474463,-2.3492365,-2.3632426,-1.9015492,-1.7586963,-1.5382752,-1.371441
2.2039502,2.3004866,1.80916,2.1586218,2.3700573,2.8899095,2.6957264,2.8532324
-0.08348772,-0.10265488,-0.18670362,-0.30523613,0.3131415,-0.005030699,-0.14149131,-0.43734238
0.820731,0.7974786,0.88081264,0.6848729,0.83613575,0.8857201,0.796973,0.68782187
-0.1574387,-0.094298206,-0.38504,-0.21222845,0.09985334,0.30116487,0.49142647,0.4330677
-0.31542483,-0.38558808,-0.630877,-0.70432365,-0.09006078,0.022805264,0.2513542,0.2844611
0.86779064,0.6971985,1.5799899,1.4779748,0.66959566,0.37075478,0.62237495,0.94257605
0.65266055,0.73540044,1.1824839,1.1067896,0.6988132,0.5795245,0.18587995,0.34814966
3.1098495,3.7330596,2.5758383,2.8122122,1.7301929,1.1223258,1.1243442,1.3247073
0.41231993,0.58020496,0.36247137,0.18009487,0.7835442,0.95531005,0.49142647,0.4542972
-0.3843337,-0.033413842,0.29330367,0.4168417,-0.43482792,-0.49216005,-0.5779863,-0.47980142
-1.0263625,-0.3557428,0.74664384,0.71953946,-0.60428977,-0.9514534,-0.68711007,-0.28873578
-1.4246894,-1.5507476,-2.0583987,-2.0470164,-1.9512191,-1.6334344,-1.3636774,-1.2652935
-0.2515581,-0.08594152,-0.4850415,-0.3043906,0.3335938,0.4403447,0.1204057,0.15708402
-1.602844,-1.7656336,-2.5600731,-2.586461,-2.08562,-1.6473525,-1.8656465,-1.8172609
-1.6683915,-1.8014479,-2.6184072,-2.6549485,-2.1732726,-1.7030244,-1.6473991,-1.5625067
-0.84148514,-0.69120365,-0.2658715,-0.11330209,-0.51955885,-0.78443766,-0.8617081,-0.8194736
0.145088,0.19699167,-0.7158783,-0.5825681,-0.057921465,0.4403447,0.66602445,0.73028094
0.9988856,0.69003564,0.60830843,0.35511842,1.1049373,0.8857201,1.1243442,1.2822483
-0.31038272,-0.7043356,-1.6017251,-1.5938153,-0.8584824,-0.21380042,-0.09784181,-0.055211116
0.582071,0.5658792,0.8999796,0.6874095,0.47383803,0.4403447,0.054931443,-0.097670145
-0.62635505,-0.17905878,0.13746795,0.14542837,-0.32380122,-0.116374545,-0.5779863,-0.7982441
-0.5322356,-0.22203597,0.08830055,0.12598132,-0.34717524,-0.21380042,0.14223045,-0.033981603
1.1417454,0.99923265,0.72997695,0.47433737,1.3123819,1.2058337,0.53507596,0.73028094
0.013993101,0.21967407,0.74831057,1.0256193,-0.2975054,-0.3808162,-0.75258434,-0.8407031
-0.6851797,-0.5467526,-0.019201081,-0.14881411,-0.5487764,-0.61742187,-0.77440906,-0.7557851
-0.59274095,-0.3676809,-0.44837427,-0.3635773,0.19627127,0.13414912,-0.42521307,-0.45857188
-0.14735447,-0.33664182,-0.5833763,-0.60116965,0.16413195,0.3568368,-0.032367557,-0.012752088
-1.3372928,-1.6713225,-2.3750703,-2.419047,-2.1236026,-1.7308604,-1.4073267,-1.3077525
0.6140044,0.48828155,0.2433029,0.061721463,0.844901,0.76045823,1.1898185,1.3459368
-0.8431659,-0.75805706,0.07663371,0.13359104,-0.7299253,-0.97928935,-0.8617081,-0.9256212
0.32660404,0.276977,0.105800815,-0.07525349,0.6812827,0.49601662,0.3823027,0.4118382
-0.8902255,-1.1866351,-0.5758762,-0.5208448,-0.9870397,-1.0349612,-1.1236051,-1.0529983
-0.08516842,-0.0023747575,0.19580218,0.045656495,0.187506,-0.03286666,-0.05419231,-0.097670145
-0.21962473,-0.00595619,-0.17420344,-0.3077727,0.2926892,-0.1442105,-0.3160893,-0.097670145
1.1787208,0.83209914,1.4174874,1.3705932,0.8478228,0.6908683,0.9060967,0.75151044
-0.6818183,-0.594505,-0.37420648,-0.17164327,-0.44067144,-0.5895859,-0.70893484,-0.56471944
1.2274613,1.1448776,0.6308088,0.8311487,1.4117216,1.6372911,1.4298908,1.2822483
0.29971278,0.20892978,0.33747098,0.15811124,0.38618535,0.20373902,0.4259522,0.4118382
0.10475111,0.04418387,0.03913314,0.23251738,0.59363,0.32900083,0.60055023,0.58167434
-1.0515732,-0.7305994,0.11746766,0.30015934,-1.1886408,-1.201977,-1.3636774,-1.4139
0.92157316,0.9681936,1.300819,1.1084806,0.86827505,0.8718021,0.9060967,0.83642846
0.27450222,1.0052017,0.89081275,1.1490657,0.73387426,0.67695034,0.66602445,0.81519896
1.1820823,1.0816056,0.66830933,0.39739463,1.4526262,1.762553,1.8445611,1.8554451
-0.8213167,-0.7640261,0.41497216,0.52084124,-0.85556066,-1.1184691,-0.9490071,-1.3077525
-0.23475106,-0.77954566,-1.2925537,-1.3426946,-0.8409519,-0.49216005,-0.40338832,-0.16135868
-0.3843337,-0.26381937,0.41247213,0.71192974,-0.48741955,-0.86794555,-0.8398833,-0.6496375
-1.0650188,-1.8050293,-2.5534062,-2.6160543,-2.1060722,-1.8561221,-1.8438218,-1.7960312
-1.602844,-1.54836,-2.040065,-2.0022037,-1.9658278,-1.7169423,-1.6037495,-1.4351295
-0.73896223,-0.8499805,-0.5092085,-0.49970672,-0.56630695,-0.63133985,-0.9490071,-0.9468507
1.2072928,1.2773905,0.9474803,0.617231,1.5841051,1.2893416,1.3862412,1.3247073
-0.21794403,-0.28053272,-0.46254116,-0.27733383,0.25470638,-0.074620605,-0.22879031,-0.33119482
-1.6683915,-1.8014479,-2.6267407,-2.6338103,-2.2375512,-1.7169423,-1.5382752,-1.5837362
1.4644406,1.6080762,1.2858188,1.0442208,1.2539468,1.1501617,1.05887,1.1124122
-0.3910565,-0.5801793,-0.5667094,-0.4675768,-0.3296447,-0.15812849,-0.5779863,-0.7557851
0.5619026,0.39993954,0.67330945,0.5529711,0.38034186,0.31508285,0.011281945,-0.012752088
0.17029856,0.10506822,0.37080485,0.23082632,0.19919303,0.38467276,0.076756194,0.22077256
0.4375305,0.39038903,0.29163697,0.1183716,0.6754392,0.6491144,0.7751482,0.60290384
-0.60954803,-0.20890406,0.59580827,0.77618957,-0.52540237,-0.70092976,-0.5125121,-0.56471944
-1.4078823,-1.6319268,-2.184234,-2.2634706,-1.9950454,-1.93963,-1.6473991,-1.6261952
-0.7171131,-0.8607248,-0.21753743,-0.19954558,-0.5283241,-0.6591758,-0.5779863,-0.6071785
-0.44315833,-0.2566565,0.5183071,0.67557216,-0.5633852,-0.5756679,-0.8617081,-0.9680802
0.837538,0.94073594,1.035815,0.9359936,0.8858056,0.94139206,0.884272,1.0062646
0.062733516,-0.14205064,-1.2633866,-1.1566793,-0.11051306,0.8439661,1.2989422,1.1761007
-0.62971646,-0.7091108,-0.30170536,-0.18770823,-0.4844978,-0.71484774,-1.1017803,-1.2016048
1.0913243,1.2069558,0.8033114,0.53183305,1.7009753,1.9991586,1.6917878,1.6856091
-0.019620975,-0.31634703,0.10663416,-0.08709083,-0.16018291,-0.25555438,-0.20696557,-0.47980142
-1.2919137,-1.0433779,-0.24503785,-0.2003911,-0.9461351,-1.3411568,-1.2763784,-1.371441
0.6694676,0.58736783,0.3916385,0.20461509,0.8390575,0.8857201,0.70967394,1.0274941
-1.4179666,-1.4624056,-1.9992312,-1.996285,-1.9249233,-1.7726142,-1.7783475,-1.7748017
-0.3792916,-0.31634703,0.1908021,0.36611024,-0.73576874,-0.7705197,-0.70893484,-0.7770146
-0.35912314,0.062091034,0.86997914,1.0408387,-0.23030503,-0.31122628,-0.5998111,-0.56471944
-0.35071963,-0.2685946,0.16913511,0.22152556,-0.37931457,-0.18596445,-0.3160893,-0.24627675
0.64929914,0.4393353,-0.5700428,-0.41346326,0.3657331,1.1779977,1.3425918,1.2610188
0.4442533,0.0692539,-0.9325482,-0.85398144,-0.20400923,0.2733289,0.7751482,0.64536285
-0.9423274,-1.1293323,-0.44254085,-0.6163891,-1.2383107,-1.2994028,-1.472801,-1.244064
-0.80787104,-0.4106581,0.25663644,0.39908567,-1.019179,-1.0906332,-0.8835328,-1.0105393
0.25769517,0.43336624,0.3958052,0.6062392,0.75724834,0.6073605,0.49142647,0.47552675
0.64593774,0.858363,1.2374847,1.0163184,0.7660136,0.67695034,0.44777694,0.79396945
-0.6801376,-0.39633238,-0.16586998,0.03128258,-0.43482792,-0.15812849,-0.010542806,-0.055211116
0.45769894,0.19221643,-0.53670895,-0.43798345,0.34235907,0.7047863,1.146169,1.3459368
0.9098083,1.0911561,0.7058099,0.45658135,0.8595098,0.56560653,0.66602445,0.32692012
0.9988856,0.6339265,0.26996997,0.07778642,0.9500842,1.1919158,1.3862412,1.3883959
-0.4297127,-0.16831449,0.1583016,0.114143975,-0.15141764,-0.26947236,-0.3160893,-0.07644063
1.7299917,1.5471917,0.9633139,0.66035277,1.7857062,2.1244204,2.6302521,2.95938
-0.4297127,-0.30679655,0.38913843,0.47264633,-0.27997488,-0.33906224,-0.42521307,-0.9043917
-1.4599842,-1.725044,-2.4892387,-2.5289652,-2.15282,-1.93963,-1.734698,-1.456359
1.1316612,1.0147521,0.44247258,0.67472667,1.4555479,1.4285214,1.4517156,1.5157729
0.17365997,-0.060871493,-0.21920413,-0.37287807,0.36281133,0.022805264,0.53507596,0.34814966
0.9434223,0.89895254,1.3566532,1.0306923,0.6812827,0.5934425,0.18587995,0.22077256
0.32492334,0.63034505,1.1149828,1.3249348,0.41248116,0.18982103,0.44777694,0.60290384
-0.35912314,-0.53720206,-0.08920214,0.08793272,-0.15141764,-0.26947236,-0.5779863,-0.43734238
0.05937211,0.27578318,0.6599759,0.40923196,0.3131415,0.2733289,0.27317894,0.15708402
0.956868,0.7330128,-0.5875431,-0.46334916,0.48260328,1.2475877,1.7790868,1.8979042
1.1804016,1.2773905,1.0199814,0.70262897,1.6600708,1.5955372,1.582664,1.3459368
0.5921552,1.1019003,1.1508167,1.1837323,0.68712616,0.24549295,0.18587995,0.07216597
1.9787358,1.7716283,1.4416544,1.0949522,1.1107808,1.0109819,1.2771175,1.1124122
0.06945633,0.26265126,0.19496883,0.021981811,0.6432999,0.5795245,0.6878492,0.49675626
-0.3759302,-0.066840544,0.15413487,0.15557466,-0.116356574,0.09239517,0.011281945,-0.012752088
-0.89526767,-0.7759642,-0.016701045,0.10484321,-0.744534,-0.99320734,-1.1672546,-1.1591458
-0.85829216,-0.64464504,-0.080868684,-0.035513848,-0.39392337,-0.506078,-0.42521307,-0.5222604
0.77871335,1.4863074,1.0724822,0.81339264,1.1166242,0.8718021,0.7314987,0.83642846
0.3131584,-0.13250016,-1.2108858,-1.1693621,-0.4844978,0.06455921,0.2950037,0.47552675
-1.0045134,-0.7544756,-0.43920746,-0.48533282,-1.1097534,-1.0767152,-0.9490071,-1.1591458
0.7803941,0.8953711,0.2833035,0.47010976,1.537357,1.5677012,1.1679937,1.0911827
1.1804016,1.1221951,0.69080967,0.39063042,1.622088,1.790389,1.8882105,1.8766747
-1.5440193,-1.8945651,-2.725909,-2.7369642,-2.2696905,-1.7447783,-1.6473991,-1.6049657
-0.22466683,-0.15757018,-0.33337253,-0.17756194,0.11446211,-0.046784643,-0.11966656,0.11462499
-1.1389698,-0.97055537,0.1491348,0.39063042,-0.9052305,-1.0210433,-0.9490071,-0.9680802
-0.6515656,-0.86669385,0.27497005,0.6121578,-0.80589086,-1.0210433,-0.9926566,-1.0742278
2.5753856,2.4950776,1.849994,2.1713047,2.288248,2.416698,2.5866027,2.51356
0.3081163,0.46559912,0.7216435,0.4819471,0.41248116,0.4403447,0.60055023,0.34814966
-0.5591269,-0.7377623,-0.6208769,-0.4946336,-0.42021915,-0.63133985,-0.42521307,-0.24627675
-0.9070326,-1.0935179,-0.03753469,-0.015221261,-1.1009881,-1.2854849,-1.1890793,-1.0742278
-0.63812,-0.87027526,-0.41420707,-0.35681313,-0.6335073,-0.89578146,-0.5779863,-0.56471944
-0.6414814,-0.68165314,-0.10753576,0.04650202,-0.67733365,-1.0210433,-0.8617081,-0.7557851
0.11651603,0.69361705,0.6074751,0.8691972,0.63745636,0.30116487,0.5569007,0.83642846
0.19550912,-0.1265311,-1.2317195,-1.1363866,-0.10759131,0.7187043,1.408066,1.3671663
0.24088813,0.108649656,0.15413487,0.021981811,0.72803074,0.6073605,0.53507596,0.51798576
0.08290196,-0.43930957,-0.34503937,-0.18939929,-0.2653661,-0.61742187,-0.70893484,-0.7345556
-1.421328,-1.6414772,-2.2167344,-2.2727714,-2.0534806,-1.5638446,-1.7128732,-1.6686542
0.24761094,0.83687437,0.88497937,1.157521,0.7309525,0.46818066,0.36047795,0.2844611
-0.8061904,-0.8857948,-0.20837063,0.03297363,-0.8497172,-1.215895,-0.77440906,-0.8194736
-0.263323,-0.35335517,-0.06753515,-0.076099016,-0.2449138,-0.53391397,-0.75258434,-0.86193264
-0.501983,-0.45005387,-0.32587242,-0.16065145,-0.10759131,-0.15812849,-0.11966656,-0.16135868
0.50475866,0.31756657,0.59580827,0.3720289,0.45046398,0.46818066,0.3386532,0.008477426
-0.28517216,-0.10862394,0.7358104,1.0704321,-0.3910016,-0.70092976,-0.68711007,-0.7770146
-1.4532614,-1.592531,-2.0775657,-2.104512,-1.9103146,-1.925712,-1.5819248,-1.5200475
0.9635908,0.95625544,0.7383104,0.3787931,1.4350957,1.6094551,1.2116432,1.1336417
-0.37088808,-0.058483873,0.7283103,0.96812356,-0.3179577,-0.35298023,-0.44703782,-0.43734238
0.040884364,-0.026250975,0.3266375,0.04058335,0.07355753,0.18982103,-0.4906873,-0.5222604


0,1,2,3,4,5,6,7
1.0826923,1.2828966,0.5321448,0.6651433,0.5337049,1.0611901,1.2959301,1.861539
0.4289086,0.16654435,-0.9503438,-0.9854488,-1.0418395,-0.7642456,-0.5666951,0.12558842
-0.09980345,-0.40919122,0.5014895,0.3528691,0.5794947,0.47821358,0.23995359,-0.060501233
0.8098086,0.70503265,0.39848787,0.2677977,0.60846376,0.88981646,0.87060624,1.1836411
1.2319255,1.0711195,0.76389855,0.70871645,0.8570372,1.134636,1.1883769,1.6116472
-0.2078199,-0.18890053,-0.5027769,-0.55905443,-0.3605987,-0.29908848,-0.1511488,0.0033009304
0.44738507,0.36980772,0.3555705,0.3954048,0.5028668,0.49963528,0.61638963,0.54827774
-0.74079573,-0.71781105,0.57015735,0.637132,0.4813736,-0.01907612,-0.3222561,-0.693206
-1.1046406,-1.0413297,-0.062567316,-0.13266018,-0.22229472,-0.9509205,-1.1826813,-1.3524951
-0.23766653,-0.29957798,-0.049079,0.0903928,-0.076514825,0.08344207,0.049291182,-0.012649611
0.5511377,0.5964836,0.46715567,0.47528887,0.59070855,0.58532214,0.62616724,0.56954515
0.9192463,0.7284452,1.2274061,1.2544181,1.2682112,1.2034916,1.1590443,0.819437
0.6563116,0.38789922,0.21333006,0.10906701,0.15336886,0.53023773,0.56261307,0.82209545
-0.26467064,-0.6582155,-1.6922011,-1.6639448,-1.6857007,-1.4298488,-1.256013,-0.49116588
-0.31441507,0.012234439,0.7553151,0.93073195,0.800968,0.42159906,0.21062092,-0.22266509
-0.0514803,0.30595535,-0.19867669,-0.25196758,-0.3194813,-0.22258237,-0.18537025,0.011276201
2.9402907,2.7195752,1.895691,1.8986781,1.5532297,1.8492031,1.9656929,2.1539657
0.9675695,0.9817263,0.57874084,0.54376096,0.8093784,1.0290576,1.1150452,1.4441665
-0.04579523,-0.00479286,-0.22933196,-0.24574286,-0.064366505,0.1400566,0.3132853,0.27977696
0.8979273,0.6826843,-0.5665399,-0.54764247,-0.65683097,-0.5117755,-0.2733683,0.34623757
1.0542669,0.87530565,-0.2918687,-0.30487785,-0.5091821,-0.21799201,0.03951362,0.6758821
1.656885,1.4840317,0.9895213,0.883009,1.1756971,1.410058,1.5159252,1.8216627
-0.69389385,-0.73803097,-0.375251,-0.2166941,-0.22509818,-0.23023298,-0.28314584,-0.60016125
0.7685918,0.9721484,0.7332433,0.7211659,0.60472584,0.82555133,0.89016134,0.7529764
0.07501263,0.28892806,-0.6854823,-0.65657526,-0.7867246,-0.77036613,-0.635138,-0.2120314
-0.18650086,0.03671118,0.6510872,0.69419205,0.6766813,0.32520136,0.23017603,-0.27317512
-0.4082188,-0.39748496,0.077220686,0.16405214,0.213176,0.1400566,-0.014262955,-0.23861562
-0.22061132,0.06331634,-0.43043047,-0.371275,-0.28303635,0.10333366,0.1666219,0.13090527
-0.1793945,-0.44537422,0.11032837,0.047857117,0.18327244,0.1278156,0.034624845,-0.081768624
-1.4628003,-1.6277072,-2.4352846,-2.4762726,-2.5501006,-2.4244282,-2.522207,-1.9692494
-1.1273808,-1.1009252,-1.8025601,-1.8257879,-1.8847463,-1.9148974,-1.9062208,-1.5093421
0.17592272,-0.12611237,0.41074997,0.284397,0.5794947,0.5164666,0.4110609,0.22926693
-0.31157252,-0.42941114,-1.3942319,-1.3838319,-1.417503,-1.2645955,-1.0995721,-0.58952755
0.62788624,0.39322028,0.7700296,0.60912067,0.76826096,0.7566958,0.7337204,0.49776772
0.87660825,1.1605129,0.976033,1.1402979,0.94020647,1.1132144,1.0563799,0.8513381
-0.5276054,-0.7082332,-0.38383448,-0.23121847,-0.22696716,-0.29908848,-0.38581023,-0.4725569
-0.6597834,-0.8146538,-0.0073878434,-0.13992238,0.068330586,-0.20728114,-0.29292342,-0.60016125
-0.31015125,-0.1995426,-0.508908,-0.42626014,-0.24939482,-0.13689552,-0.08759466,-0.03923385
-0.5816136,-0.6539587,-0.32988122,-0.21254428,-0.1961291,-0.2103414,-0.26847953,-0.52572536
-1.5537615,-1.8639611,-2.6265736,-2.641228,-2.6099076,-2.634055,-2.5124295,-2.1393886
-0.04579523,-0.29425696,0.39971408,0.2677977,0.49912885,0.39405686,0.30350775,0.1122963
-0.6441494,-0.2708444,0.6829687,0.69004226,0.53183585,0.032948036,-0.14137124,-0.5416759
1.059952,1.2669336,0.75899374,0.7211659,0.7262091,0.88063574,0.9586043,0.9337492
-0.8345995,-0.41876906,0.25747365,0.32382032,0.34026617,-0.118534066,-0.2733683,-0.5469928
-1.7484753,-1.8756673,-2.7197657,-2.741861,-2.6435492,-2.634055,-2.610205,-2.2085075
1.3385206,1.1232657,0.6768376,0.6039334,0.799099,1.1162746,1.1737106,1.5903798
0.7941747,0.87636983,0.6008126,0.46595177,0.67387784,0.8301417,0.79727453,0.8991897
-0.8331782,-0.9593859,0.095613845,0.033332735,-0.0073628216,-0.27766678,-0.5324736,-0.8287856
0.60940975,0.9721484,0.49781093,0.41615388,0.5290324,0.7582259,0.875495,0.7955112
0.65062654,0.56987846,-0.5628612,-0.5611294,-0.62692744,-0.5592093,-0.28314584,0.08837049
-0.10975233,0.07502261,-0.38873932,-0.26545453,-0.1821118,0.023767302,-0.0778171,0.26382643
-0.9838327,-0.6422524,0.19861554,0.17546417,0.075806476,-0.57910085,-0.767135,-0.9829742
-0.43806544,0.027133327,-0.13491374,-0.10049905,-0.28116736,-0.2042209,-0.16092636,-0.31570992
-0.8175442,-0.6262893,0.79700625,0.76681393,0.48978397,-0.048148442,-0.2733683,-0.6506713
0.7572217,0.44217375,1.5094347,1.2315941,1.4214671,1.1943108,1.0661575,0.6386642
-1.0293133,-1.3073813,-0.6217193,-0.64308834,-0.8484007,-0.74129385,-0.8746882,-1.1158954
-0.30588743,-0.46559414,-0.030685844,-0.045513898,0.05898572,0.016116692,0.054179963,-0.3050762
0.30667946,0.4666505,0.24766396,0.30929595,0.24214509,0.42006892,0.32306287,0.53232723
0.06079994,0.0005281713,0.17899618,0.1464154,0.40568024,0.2991893,0.23506482,0.20002426
-0.5006013,-0.015434922,0.050244056,0.1536776,0.033754587,-0.15984736,-0.10226099,-0.4379974
0.6591541,1.1392288,1.0005572,1.0863502,0.9243202,0.9647925,1.0270472,0.63600576
-0.7550084,-0.79017705,-0.53220594,-0.5092566,-0.49049237,-0.3128596,-0.38092145,-0.5310422
0.7970172,0.6560792,1.3255031,1.3021411,1.4887501,1.1790096,1.1150452,0.75563484
2.4456892,2.7312813,1.895691,1.9370639,1.6158402,1.9318297,1.9950256,2.212451
0.7685918,0.6592718,0.48554882,0.45038992,0.4701598,0.7077319,0.6212784,0.68917423
-0.13107136,-0.02714119,0.090709,0.17546417,0.15617232,0.29000857,0.27906385,0.067103095
-0.112594865,-0.48155725,-1.3856485,-1.4180678,-1.2885438,-1.3518125,-1.2706794,-0.7251071
-0.61856663,-0.09418618,-0.025781002,0.06756878,-0.010166281,-0.17973895,-0.22936927,-0.4140716
0.63215005,0.75505036,0.4953585,0.5354613,0.82339567,0.7643464,0.7532755,0.9098234
-1.2638227,-1.0934758,-0.4439188,-0.5102941,-0.7801832,-1.31968,-1.456453,-1.5678273
-0.33289155,-0.17400165,0.06495858,0.21281257,0.082347885,0.19667111,0.11284532,-0.08974389
-0.70526403,-0.60394096,0.21455628,0.2750599,0.25990033,-0.10629308,-0.2000366,-0.51509166
-0.5531882,-0.39961335,-0.23546301,-0.18142061,-0.21294986,-0.63112503,-0.60091656,-0.6320623
5.040926,3.978531,2.5173798,2.533601,2.0120625,1.8048296,1.8776948,2.363981
0.032374565,0.108013,-0.26734447,-0.17519587,-0.080252774,0.19208075,0.3377292,0.2930691
-1.6489865,-1.7277427,-2.529703,-2.5976548,-2.6136456,-2.5208259,-2.5319846,-2.0835617
0.03379583,0.028197533,-0.12265164,-0.046551354,-0.1475358,0.12322524,0.07373508,0.20002426
0.7927534,0.6475655,1.191846,1.1112492,1.3027873,1.0933228,0.88527256,0.7290506
-0.49633747,-0.12824078,0.4622508,0.43171573,0.3365282,-0.3633536,-0.38092145,-0.780934
0.1816078,0.29212067,0.047791634,0.1536776,0.028147668,0.5975631,0.72883165,0.8805807
0.82402134,0.6848127,0.48922744,0.51782453,0.2954108,0.5761414,0.5088365,0.72107536
-0.8942928,-0.8976619,-0.16556899,-0.12539798,-0.2372465,-0.2577752,-0.32714486,-0.6745971
