Model,Band_Selection,N_Bands,OA,AA,Kappa
SVM,PCA Loadings,10,0.9005,0.906,0.8922
SVM,Mutual Information,10,0.761,0.77,0.7413
SVM,K-Means Clustering,10,0.9477,0.9545,0.9433
SVM,Laplacian Score,10,0.8615,0.8723,0.8501
SVM,Genetic Algorithm,10,0.9651,0.9689,0.9622
SVM,QPSO,10,0.9703,0.9739,0.9678
SVM,Quantum Amplitude (Qiskit),10,0.8944,0.9079,0.8856
Random Forest,PCA Loadings,10,0.8851,0.8945,0.8756
Random Forest,Mutual Information,10,0.7333,0.7414,0.7113
Random Forest,K-Means,10,0.9231,0.9337,0.9167
Random Forest,Laplacian Score,10,0.8328,0.8418,0.8189
Random Forest,Genetic Algorithm,10,0.9262,0.9355,0.92
Random Forest,QPSO,10,0.9292,0.9382,0.9234
Random Forest,Quantum (Qiskit),10,0.8697,0.8809,0.859
XGBoost,PCA Loadings,10,0.8913,0.8985,0.8822
XGBoost,Mutual Information,10,0.7292,0.735,0.7067
XGBoost,K-Means,10,0.9262,0.9368,0.92
XGBoost,Laplacian Score,10,0.839,0.8494,0.8256
XGBoost,Genetic Algorithm,10,0.9374,0.9451,0.9322
XGBoost,QPSO,10,0.9313,0.9371,0.9256
XGBoost,Quantum (Qiskit),10,0.8749,0.8851,0.8645
LightGBM,PCA Loadings,10,0.8903,0.8985,0.8811
LightGBM,Mutual Information,10,0.7159,0.7279,0.6923
LightGBM,K-Means,10,0.9262,0.9369,0.92
LightGBM,Laplacian Score,10,0.8154,0.8299,0.8
LightGBM,Genetic Algorithm,10,0.9385,0.9456,0.9333
LightGBM,QPSO,10,0.9344,0.9398,0.9289
LightGBM,Quantum (Qiskit),10,0.8728,0.8812,0.8623
KNN,PCA Loadings,10,0.8574,0.862,0.8455
KNN,Mutual Information,10,0.7169,0.731,0.6935
KNN,K-Means,10,0.9138,0.9266,0.9067
KNN,Laplacian Score,10,0.8246,0.8373,0.8101
KNN,Genetic Algorithm,10,0.9323,0.9412,0.9267
KNN,QPSO,10,0.9456,0.9522,0.9411
KNN,Quantum (Qiskit),10,0.8544,0.867,0.8423


Model,Band_Selection,N_Bands,OA,AA,Kappa
KNN,PCA Loadings,10,0.8574,0.862,0.8455
KNN,Mutual Information,10,0.7169,0.731,0.6935
KNN,K-Means,10,0.9138,0.9266,0.9067
KNN,Laplacian Score,10,0.8246,0.8373,0.8101
KNN,Genetic Algorithm,10,0.9323,0.9412,0.9267
KNN,QPSO,10,0.9456,0.9522,0.9411
KNN,Quantum (Qiskit),10,0.8544,0.867,0.8423


Model,Band_Selection,N_Bands,OA,AA,Kappa
LightGBM,PCA Loadings,10,0.8903,0.8985,0.8811
LightGBM,Mutual Information,10,0.7159,0.7279,0.6923
LightGBM,K-Means,10,0.9262,0.9369,0.92
LightGBM,Laplacian Score,10,0.8154,0.8299,0.8
LightGBM,Genetic Algorithm,10,0.9385,0.9456,0.9333
LightGBM,QPSO,10,0.9344,0.9398,0.9289
LightGBM,Quantum (Qiskit),10,0.8728,0.8812,0.8623


Model,Band_Selection,N_Bands,OA,AA,Kappa
Random Forest,PCA Loadings,10,0.8851,0.8945,0.8756
Random Forest,Mutual Information,10,0.7333,0.7414,0.7113
Random Forest,K-Means,10,0.9231,0.9337,0.9167
Random Forest,Laplacian Score,10,0.8328,0.8418,0.8189
Random Forest,Genetic Algorithm,10,0.9262,0.9355,0.92
Random Forest,QPSO,10,0.9292,0.9382,0.9234
Random Forest,Quantum (Qiskit),10,0.8697,0.8809,0.859


Model,Band_Selection,N_Bands,OA,AA,Kappa
XGBoost,PCA Loadings,10,0.8913,0.8985,0.8822
XGBoost,Mutual Information,10,0.7292,0.735,0.7067
XGBoost,K-Means,10,0.9262,0.9368,0.92
XGBoost,Laplacian Score,10,0.839,0.8494,0.8256
XGBoost,Genetic Algorithm,10,0.9374,0.9451,0.9322
XGBoost,QPSO,10,0.9313,0.9371,0.9256
XGBoost,Quantum (Qiskit),10,0.8749,0.8851,0.8645


0,1,2,3,4,5,6,7,8,9
-0.029044786,0.14392881,0.10697993,0.102297075,0.094764195,0.13151678,0.096383736,0.039336745,0.024481507,0.028665056
-0.538977,-0.40809384,-0.42420688,-0.39446336,-0.45012876,-0.44461972,-0.43172988,-0.4988592,-0.5041945,-0.4956398
0.7473127,0.69869787,0.67994547,0.6589082,0.6488407,0.5872666,0.6905116,0.6530113,0.5531575,0.6018458
0.11992419,0.21258835,0.24723712,0.18010293,0.19884488,0.24330448,0.27642247,0.15091394,0.13941106,0.17529269
-0.22957996,-0.3696445,-0.34363362,-0.37351564,-0.39196604,-0.45895147,-0.3777183,-0.49229583,-0.3432931,-0.36678523
-0.58767843,-0.4465432,-0.43017527,-0.41541108,-0.44706756,-0.42742163,-0.4017234,-0.4430706,-0.4505607,-0.4734235
-0.44157425,-0.39436194,-0.37944397,-0.4004484,-0.39502722,-0.33283207,-0.35671377,-0.31836665,-0.43906775,-0.43343416
-0.5332475,-0.4630215,-0.45106465,-0.47825426,-0.41033322,-0.54207563,-0.4917428,-0.5251126,-0.56549025,-0.5311859
-0.94577694,-0.9601165,-0.9941883,-0.8672835,-0.8664515,-0.863107,-0.8848274,-0.9254779,-0.91410995,-0.9621823
-0.8712925,-0.8969497,-0.92555183,-0.85830593,-0.8174724,-0.8573743,-0.7678022,-0.76467544,-0.75703955,-0.7888951
-0.2954701,-0.26802838,-0.25709194,-0.2538143,-0.21747784,-0.19524722,-0.24268924,-0.21007112,-0.13258891,-0.17572498
0.7616367,0.69595146,0.63518256,0.7307289,0.7284319,0.8137083,0.7775303,0.8203771,0.86729836,0.7662465
2.5320756,2.5415199,2.4764311,2.3287416,2.210051,2.3099434,2.184833,2.2511907,2.23496,2.4369128
-0.9830192,-0.93539906,-0.9404728,-0.9480819,-0.94604266,-0.82584447,-0.91783446,-0.9123512,-0.94092685,-0.9488525
1.257245,1.3440975,1.3633262,1.371131,1.3039367,1.2264628,1.2276272,1.1879256,1.2235799,1.2239025
-0.1665546,-0.114231035,-0.1466767,-0.12812795,-0.12564194,-0.08919223,-0.1556705,-0.10505729,-0.017659333,-0.05131365
-0.47308692,-0.3998547,-0.37347558,-0.41541108,-0.3307421,-0.28697044,-0.3057028,-0.29867655,-0.23602551,-0.22460085
1.2772985,1.204032,1.1365274,1.4519293,1.3467935,1.2465273,1.2006214,1.2010523,1.208256,1.3216542
-0.27255177,-0.3257024,-0.2809655,-0.27775458,-0.30625254,-0.25257424,-0.25169116,-0.22319785,-0.20537764,-0.24681716
0.541048,0.4817337,0.566546,0.54519194,0.56006604,0.61879647,0.57648706,0.5315891,0.51867867,0.5396401
0.78455496,0.93488663,0.9515073,0.8803556,0.8325125,0.82804006,0.95756906,0.85319394,0.7638617,0.81956565
-0.37854892,-0.31197047,-0.31080747,-0.24483672,-0.27257937,-0.24397518,-0.22468536,-0.21991616,-0.18239172,-0.17572498
-0.8598333,-0.8667395,-0.83005756,-0.8912238,-0.841962,-0.8745724,-0.89682996,-0.9812665,-0.9370959,-0.8955334
3.0104952,2.887564,2.8643765,2.7925842,2.8345351,2.6510391,2.6949427,2.5892038,2.805777,2.7523844
0.5926142,0.6575021,0.6172774,0.62599033,0.6886363,0.66179174,0.70851547,0.7120816,0.6642561,0.65072167
1.59529,1.5802864,1.6080303,1.5028024,1.4355682,1.5503604,1.5817032,1.5653191,1.5338898,1.557147
-2.0429907,-2.0916255,-2.1102774,-2.1480875,-2.1797047,-2.1844947,-2.1360967,-2.2283058,-2.1745043,-2.1396465
-0.097799696,-0.026346829,-0.009403707,0.054416552,0.03354027,-0.017533453,-0.06265049,-0.04926868,-0.05596919,-0.05575691
0.4923466,0.50645113,0.47702017,0.45541593,0.45904657,0.48981068,0.4234541,0.47580048,0.44205895,0.4774345
-0.25536305,-0.149934,-0.16159768,-0.19396366,-0.1684987,-0.11498939,-0.16467243,-0.082085505,-0.11343397,-0.14462215
0.4722931,0.5476469,0.566546,0.5092815,0.6243512,0.6044647,0.60949415,0.7022366,0.6182843,0.588516
-0.020450423,0.083508424,0.09802734,0.03945389,0.10394779,0.1716457,0.120388895,0.09512534,0.03980545,0.05532463
1.2944872,1.3276192,1.2797687,1.2933251,1.3345487,1.3124534,1.2336284,1.3618547,1.3653264,1.2239025
-0.01185606,-0.03458597,-0.030293077,-0.07725489,-0.0736016,-0.08345953,-0.050647903,0.03277338,0.051298406,0.01089201
-2.1461232,-2.1712706,-2.1998034,-2.252826,-2.3052137,-2.3192132,-2.3161354,-2.3037846,-2.231969,-2.215182
0.24024527,0.24005218,0.24723712,0.24593864,0.17435531,0.2662353,0.2194102,0.28546292,0.18921387,0.197509
-0.68508124,-0.682732,-0.6898003,-0.63985103,-0.5970662,-0.57073915,-0.63877445,-0.5743379,-0.6919128,-0.69114333
0.75304234,0.66299486,0.69188225,0.7397065,0.71618706,0.8051092,0.8135381,0.79412365,0.7830167,0.7084841
1.5494534,1.6022574,1.5931093,1.5806084,1.5182205,1.7395396,1.5606987,1.5653191,1.5262278,1.5971364
0.045439698,0.03407356,0.03237503,0.042446423,0.045785055,-0.03186521,0.051374048,0.03277338,0.16239698,0.11308703
0.66423386,0.7453863,0.75753456,0.74868417,0.8784304,0.76784664,0.84654516,0.8794474,0.80600256,0.8462252
-0.6736221,-0.6854784,-0.624148,-0.63985103,-0.62155575,-0.61660075,-0.7047886,-0.6235631,-0.6574339,-0.69114333
0.78455496,0.86348075,0.8351236,0.8175124,0.78659457,0.7879111,0.89155483,0.87616575,0.8251575,0.88177127
-0.14077151,-0.05381064,-0.054166645,-0.02638183,-0.049112033,0.0111300545,0.009365007,-0.03614195,0.051298406,-0.011324298
0.88482255,0.88819814,0.90376014,0.8175124,0.933532,0.89109975,0.9605697,0.9188276,1.0128757,0.96619326
-0.6678925,-0.59759414,-0.52865374,-0.61291826,-0.66747373,-0.59366995,-0.47673956,-0.53823936,-0.51951844,-0.5222994
-0.63637984,-0.682732,-0.7136739,-0.61591077,-0.5909438,-0.5879373,-0.5967654,-0.7023235,-0.64594096,-0.6467107
-0.12931237,-0.08676722,-0.07207182,-0.053314626,-0.067479216,0.016862758,-0.041645966,0.009801601,-0.05596919,-0.029097345
0.57256067,0.5146903,0.5277515,0.56015456,0.5998616,0.6445936,0.5524819,0.55784255,0.53017163,0.5574132
-2.0286667,-2.0696545,-2.0774512,-2.1211545,-2.1735823,-2.1586976,-2.2321174,-2.1659539,-2.1553493,-2.095214
0.64704514,0.7591182,0.72470844,0.6738708,0.77128863,0.77644575,0.8015355,0.79740536,0.8443124,0.79290605
0.54391277,0.66299486,0.6381667,0.70379615,0.7039423,0.6531927,0.6725077,0.61691284,0.6374392,0.5974026
0.7100705,0.6877123,0.69785064,0.48534125,0.48047495,0.54427135,0.37544376,0.5447158,0.5531575,0.65072167
0.6871522,0.7618646,0.7097874,0.86838543,0.7039423,0.6933216,0.6815096,0.7711519,0.70639694,0.7173706
0.7272592,0.7618646,0.70680326,0.8175124,0.77128863,0.81657463,0.8105374,0.85647565,0.85197437,0.82845217
0.69288176,0.6877123,0.75753456,0.6589082,0.63659596,0.7191188,0.8105374,0.7613068,0.70256597,0.690711
-0.47308692,-0.4410504,-0.46300143,-0.4004484,-0.37053767,-0.3987581,-0.3777183,-0.38728195,-0.3892649,-0.36234197
0.93638873,0.88819814,0.9395705,0.9641465,1.0345515,0.95989215,1.0775949,0.96805286,0.947749,0.9128741
-0.75670093,-0.7458987,-0.7942472,-0.60394067,-0.55727065,-0.66532874,-0.67178154,-0.69576013,-0.6880818,-0.6822568
-0.9601009,-0.89420336,-0.8628837,-0.90618646,-0.9123695,-0.89463687,-0.9448403,-0.8926611,-0.898786,-0.9666256
0.30040583,0.4350452,0.4143521,0.41052794,0.42231223,0.45254812,0.43845734,0.49877226,0.41907302,0.41078556
0.58401984,0.5449005,0.6053406,0.62599033,0.56924963,0.59013295,0.6455019,0.6234762,0.64893216,0.56185645
-0.18947291,-0.2927458,-0.25112355,-0.27775458,-0.22666143,-0.1379202,-0.13766663,-0.14443748,-0.09811003,-0.11796258
0.24311006,0.22357388,0.2591739,0.29980424,0.30904794,0.23183908,0.26141924,0.31499806,0.27732655,0.33969337
0.7272592,0.728908,0.7455978,0.75766176,0.76210505,0.7535149,0.86154836,0.8236588,0.8481434,0.79290605
1.3431886,1.2864234,1.2469426,1.377116,1.3437322,1.269458,1.1646136,1.3749814,1.3346785,1.2861081
-0.55616575,-0.589355,-0.6271322,-0.6637913,-0.63073933,-0.66819507,-0.69878733,-0.7581121,-0.69574374,-0.70447314
0.75304234,0.8085531,0.7843923,0.9072884,0.85087967,0.7334505,0.9035574,0.74489844,0.9056082,0.8373387
1.4291322,1.2205102,1.2350059,1.416019,1.2702636,1.260859,1.2636349,1.2174608,1.231242,1.2239025
-1.1004754,-1.1029283,-1.1165403,-1.0199027,-1.0348173,-1.0236226,-1.0708674,-1.0501819,-1.0826733,-1.0821503
0.8303916,0.85798794,0.80528164,0.78459454,0.7835334,0.82230735,0.7895329,0.7383351,0.7447068,0.80179256
-0.96583045,-0.9573701,-0.9971725,-0.9570595,-0.91543067,-0.93476576,-1.031859,-0.9648581,-1.0022227,-1.0066149
-0.40146723,-0.27077475,-0.30782327,-0.26877698,-0.2450286,-0.17518276,-0.17367437,-0.2494513,-0.23602551,-0.23793064
-1.1033403,-1.1496168,-1.1672716,-1.1276339,-1.1572652,-1.083816,-1.1698887,-1.089562,-1.0711805,-1.0821503
-1.9885597,-2.0916255,-2.0774512,-2.1989605,-2.228684,-2.1414995,-2.2471206,-2.1692355,-2.1706734,-2.148533
-0.01185606,-0.103245504,-0.06610343,-0.053314626,-0.046050835,-0.03186521,0.006364362,-0.045987,0.03980545,0.09087072
-0.97442484,-0.8722323,-0.83602595,-0.8732686,-0.86951274,-0.79144824,-0.8728248,-0.945168,-1.0060537,-0.9488525
0.3347833,0.19611007,0.22933194,0.20105065,0.28761956,0.28629974,0.2194102,0.27561787,0.27732655,0.20195226
-0.17514896,-0.075781696,-0.054166645,-0.09221755,-0.10727476,-0.008934402,0.030369526,0.101688705,0.032143477,-0.024654083
-0.60773194,-0.6085797,-0.57341665,-0.61591077,-0.5205363,-0.5220112,-0.3927215,-0.50542253,-0.49653253,-0.51341283
0.005332669,-0.056557022,-0.13772412,-0.16403833,-0.12870315,-0.17804912,-0.17067373,-0.16740926,-0.14408186,-0.1268491
2.122411,2.0059755,1.9601654,1.9307346,1.9376045,1.9487833,1.9837898,1.968966,1.9706221,2.014803
0.3061354,0.24829131,0.24723712,0.111274675,0.054968644,0.08565518,0.048373405,0.055745155,0.16239698,0.2552714
0.5897494,0.7618646,0.7455978,0.8833481,0.89985883,0.73058414,0.72051805,0.8269405,0.683411,0.73514366
-0.89707553,-0.8090655,-0.80319977,-0.77750754,-0.78992164,-0.757052,-0.7557996,-0.72857696,-0.7378846,-0.7489057
-0.269687,-0.15268037,-0.19442384,-0.22089645,-0.26033458,-0.21244532,-0.20968214,-0.14443748,-0.17472975,-0.11796258
0.730124,0.7591182,0.69785064,0.7546692,0.7498602,0.7162524,0.7835316,0.7809969,0.67574906,0.6862678
0.059763644,0.0066097486,-0.02134049,-0.116157815,-0.12870315,-0.06626142,-0.07465307,-0.026296904,-0.052138202,0.015335272
-0.40146723,-0.44928956,-0.45404884,-0.37351564,-0.35217047,-0.4044908,-0.33570924,-0.43322554,-0.35095507,-0.4245476
0.9879549,1.1353725,1.0768435,0.99706435,0.96414393,0.99142206,0.9605697,1.0008696,0.91710114,0.9173174
-1.8968866,-1.9707848,-1.9879254,-2.0463414,-2.0664403,-2.055509,-2.0370753,-2.0740666,-2.0710676,-2.0552247
0.16003121,0.17963178,0.20545839,0.30279678,0.34884351,0.3407604,0.23741406,0.3642233,0.27349558,0.37968272
0.6069381,0.6437702,0.63219833,0.5900799,0.71618706,0.6216628,0.6755083,0.7153633,0.65659416,0.6240621
-0.647839,-0.6360435,-0.6480216,-0.70269424,-0.73482,-0.7312548,-0.7618009,-0.8893794,-0.7991804,-0.79333836
-0.24390389,-0.05381064,-0.039245665,-0.14608315,-0.13176434,-0.03759791,-0.07465307,-0.118184015,-0.013828348,-0.07352996
1.8531209,1.808236,1.8228923,1.7900857,1.8396462,1.6650145,1.9267775,1.7425299,1.7829038,1.7526506
-0.24390389,-0.21859351,-0.22724998,-0.23585913,-0.21441664,-0.1723164,-0.14666857,-0.12802906,-0.14791285,-0.077973224
0.03398055,-0.018107682,-0.02134049,0.00653603,-0.00931648,0.0025310018,-0.011639512,0.07215357,0.028312493,0.05532463
0.4722931,0.37187845,0.3994311,0.5092815,0.45598537,0.52707326,0.5134735,0.5512792,0.43056598,0.47299123
-0.006126483,-0.0016293956,0.050280202,0.093319476,0.06109104,-0.028998857,0.0033637164,-0.039423633,0.0014955942,0.046438105
0.10273546,0.20434922,0.17561643,0.27287143,0.36414948,0.3464931,0.3124302,0.3642233,0.26583362,0.29526076
0.1858143,0.15766072,0.10101154,0.20105065,0.15904932,0.25763622,0.3514386,0.3248431,0.26200262,0.28637424
-0.54470664,-0.5344274,-0.5525273,-0.5171572,-0.53278106,-0.45608512,-0.44973376,-0.46604237,-0.48503956,-0.54007244
1.7528533,1.6681706,1.634888,1.5626532,1.4876086,1.3955775,1.6027077,1.4799953,1.6641433,1.5304875
-0.32125318,-0.30373132,-0.2779813,-0.23286659,-0.21441664,-0.13505384,-0.21568342,-0.18053599,-0.13641989,-0.11351931
2.9531994,2.722781,2.655483,2.5471964,2.5467825,2.4188647,2.4158828,2.4185565,2.503129,2.388037
-1.2465796,-1.259472,-1.232924,-1.184492,-1.1878772,-1.1812719,-1.1578861,-1.1584773,-1.0826733,-1.211005
0.78455496,0.84150964,0.8440762,0.8115273,0.9121036,0.9312287,0.9275626,0.9582078,0.959242,0.95730674
0.6785578,0.6080673,0.62026155,0.63197535,0.66720796,0.6445936,0.73552126,0.8499123,0.76003075,0.72625715
1.8559856,1.8631636,1.8766079,1.8499362,1.7171984,1.7051435,1.5667,1.6572062,1.744594,1.7037747
0.14284249,0.25927684,0.22634774,0.23097599,0.2845584,0.22897272,0.2194102,0.31171638,0.2390167,0.21528205
-1.1549065,-1.1276457,-1.1374297,-1.0977086,-1.0868577,-1.0895487,-1.0678668,-1.1814492,-1.0865043,-1.1799021
-1.9054809,-2.0751472,-2.071483,-2.0463414,-2.0817463,-2.0641081,-2.0610805,-2.0478132,-2.0863917,-2.1174302
-2.0143428,-2.0284588,-2.0505936,-2.1121771,-2.1246033,-2.0956378,-2.1120915,-2.1068835,-2.0404198,-2.148533
0.2316509,0.20434922,0.1965058,0.186088,0.19884488,0.22897272,0.19540502,0.21982928,0.18921387,0.2774877
-0.23530953,-0.24331094,-0.26007614,-0.24483672,-0.22666143,-0.22391072,-0.18267632,-0.21007112,-0.09811003,-0.17572498
0.11419462,0.19061731,0.19053741,0.26389384,0.27843598,0.16877934,0.22841214,0.22967432,0.20836881,0.27304444
-0.8111319,-0.7101958,-0.65100574,-0.7206494,-0.6858409,-0.7541857,-0.69278604,-0.80733734,-0.7915184,-0.8199979
2.1825714,2.2723744,2.1750274,2.0863464,2.1580107,2.077769,2.0948136,1.9525576,2.0625658,1.9748137
-2.0573146,-2.0476835,-2.0625303,-2.1361172,-2.170521,-2.170163,-2.1631024,-2.152827,-2.1361945,-2.1751926
0.08268195,0.10547948,0.10399573,0.22798344,0.28761956,0.27483433,0.20140631,0.2887446,0.25817165,0.28637424
0.14284249,0.22632027,0.2561897,0.29082665,0.2753748,0.22897272,0.34243667,0.30187133,0.31563643,0.35302314
0.5152649,0.49271923,0.4650834,0.5362143,0.5416989,0.47261256,0.5134735,0.55784255,0.5148477,0.49076426
-1.1520417,-1.0205369,-0.96434635,-1.049828,-1.0317562,-1.0379544,-1.0948726,-1.0862803,-1.0328705,-0.99772835
-2.0028837,-2.0696545,-2.0953565,-2.0822518,-2.121542,-2.1157024,-2.1661031,-2.1397004,-2.0940535,-2.1307602
-0.3814137,-0.51245636,-0.56147987,-0.6607988,-0.6644125,-0.6108681,-0.68078345,-0.67935175,-0.6536029,-0.5889483
1.0910873,0.995307,0.9455389,1.0449449,1.043735,1.0143528,1.1196039,1.0927567,1.1048194,1.0728315
0.91060567,0.93214023,0.9186811,0.877363,0.79883933,0.86243623,0.7775303,0.8597573,0.84048146,0.7706897
0.028250972,0.24279855,0.2502213,0.15616266,0.20496728,0.26336893,0.1864031,0.27561787,0.2390167,0.2330551
0.31186497,0.37187845,0.4024153,0.34768477,0.3396599,0.3522258,0.3514386,0.19029413,0.2696646,0.21528205
-2.1260695,-2.1492996,-2.181898,-2.1540725,-2.1582763,-2.2647526,-2.2411194,-2.2348692,-2.224307,-2.179636
-0.38714328,-0.25978923,-0.24217096,-0.2538143,-0.22666143,-0.3185003,-0.227686,-0.15428253,-0.25134945,-0.28236327
-0.4358447,-0.42182577,-0.4809066,-0.53211987,-0.5817602,-0.487615,-0.464737,-0.5152676,-0.42757478,-0.4600937
-0.20952643,-0.31746325,-0.24217096,-0.24483672,-0.17155989,-0.18378182,-0.07165242,-0.21663448,-0.15557481,-0.18905476
-0.34417146,-0.33394152,-0.31677586,-0.30767992,-0.28788537,-0.24970788,-0.2546918,-0.34462008,-0.2934903,-0.34901217
-1.9627767,-1.9707848,-1.9938939,-2.0792592,-2.0878687,-2.1214352,-2.0790844,-2.1200104,-2.0825605,-2.0907707
-0.3384419,-0.2927458,-0.30185488,-0.2597994,-0.28176296,-0.20384628,-0.28769892,-0.22976121,-0.17856073,-0.18016824
-0.4788165,-0.3723909,-0.40630174,-0.3705231,-0.29094654,-0.41595623,-0.2606931,-0.3577468,-0.40075788,-0.42010435
-0.54470664,-0.5152027,-0.5047802,-0.39446336,-0.3307421,-0.3758273,-0.32970795,-0.42994386,-0.44289872,-0.43343416
-0.4788165,-0.5618912,-0.5644641,-0.61890334,-0.57257664,-0.59366995,-0.63877445,-0.7220136,-0.67275786,-0.64226747
0.351972,0.27300873,0.30095264,0.19207306,0.18660009,0.1831111,0.153396,0.20342086,0.3194674,0.30859053
1.5838308,1.4649383,1.5931093,1.4309816,1.432507,1.5274297,1.491684,1.5226572,1.6105095,1.7037747
-1.17496,-1.0452543,-1.0329828,-1.0318729,-1.0225725,-1.0293554,-1.08287,-0.9648581,-1.0635184,-1.0066149
0.3290537,0.22906664,0.2591739,0.2878341,0.29680318,0.23470542,0.10238502,0.27889955,0.25434065,0.3263636
0.24597485,0.28948703,0.34869978,0.371625,0.33353752,0.30349785,0.2584186,0.1574773,0.23518571,0.117530294
-0.80540234,-0.7156886,-0.7524684,-0.6637913,-0.6950245,-0.6366652,-0.6027667,-0.69576013,-0.71106774,-0.69558656
0.7100705,0.6272919,0.70381904,0.78459454,0.7590438,0.7535149,0.678509,0.7809969,0.72555184,0.71292734
0.2345157,0.13019691,0.118916705,0.024491228,0.021295484,-0.04046426,-0.08665565,0.036055062,0.051298406,0.13974659
0.6069381,0.6217992,0.6769613,0.5691322,0.5294541,0.5643358,0.6004922,0.6234762,0.53017163,0.5574132
0.7186649,0.7481327,0.7276926,0.7995572,0.8141453,0.81944096,0.86454904,0.9188276,0.8864533,0.8551117
-0.44443905,-0.3723909,-0.43315947,-0.27775458,-0.2633958,-0.28123775,-0.2666944,-0.31180328,-0.31264523,-0.36678523
1.4119436,1.3083946,1.2708162,1.2604072,1.1539382,1.3439832,1.3656569,1.3651364,1.3729883,1.3927463
-1.5445176,-1.5725595,-1.5820749,-1.5795063,-1.6195058,-1.5968928,-1.5359675,-1.555561,-1.5921944,-1.5220332
1.7242054,1.7999969,1.6915878,1.6943246,1.6467909,1.7682031,1.794749,1.6670512,1.717777,1.8192995
-0.54470664,-0.5783695,-0.6032586,-0.5829929,-0.5695154,-0.59940267,-0.50074476,-0.5841829,-0.5539973,-0.5889483
1.0624394,1.0337564,0.9604598,1.1347209,1.0804694,0.96562487,0.9605697,1.0107148,1.0090448,1.0150691
0.41786212,0.5174367,0.49790955,0.49731138,0.56618845,0.5070088,0.5554825,0.57753265,0.64127016,0.4507749
-0.61346155,-0.7019566,-0.71068966,-0.57700783,-0.6062498,-0.62519985,-0.50074476,-0.48573247,-0.44672972,-0.56228876
-0.7366474,-0.740406,-0.77634203,-0.7326196,-0.7256364,-0.6366652,-0.6417751,-0.79749227,-0.80301136,-0.70891637
-0.5332475,-0.474007,-0.47195402,-0.46029907,-0.39808843,-0.4216889,-0.35671377,-0.45291564,-0.41225085,-0.4956398
1.4921576,1.4704311,1.4677731,1.4968174,1.4110786,1.4930334,1.4556762,1.5062487,1.484087,1.5349307
0.9249296,0.9541113,0.9962702,0.9491838,0.8110841,0.87390167,0.8435445,0.8597573,0.8941152,0.8417819
-0.42438552,-0.65801454,-0.6957687,-0.63386595,-0.6552289,-0.6567297,-0.63877445,-0.74498534,-0.64594096,-0.651154
-2.0945568,-2.08064,-2.1072934,-2.195968,-2.2195003,-2.1500986,-2.1991103,-2.2315874,-2.1898282,-2.2285118
-1.1176642,-1.0727181,-1.0837141,-1.1096786,-1.0746129,-1.1239449,-1.073868,-1.142069,-1.1439692,-1.1665723
-1.3669008,-1.3748201,-1.3881022,-1.3281336,-1.3011414,-1.393382,-1.370932,-1.3324065,-1.3508424,-1.3043134
1.7327998,1.4566991,1.4618047,1.517765,1.5274041,1.6076875,1.422669,1.5489106,1.6603123,1.4993846
-0.60486716,-0.5454129,-0.52865374,-0.4423439,-0.41339442,-0.4216889,-0.40472406,-0.5349577,-0.4543917,-0.5178561
-0.18087855,-0.17739779,-0.10489796,-0.035359427,-0.05217323,-0.014667103,-0.07465307,-0.12802906,-0.09427904,-0.13573562
-0.08634055,-0.0895136,-0.054166645,-0.032366894,-0.039928444,-0.1436529,-0.05964984,-0.14443748,-0.09811003,-0.0690867
-0.44443905,-0.64153624,-0.6898003,-0.5949631,-0.594005,-0.659596,-0.7227925,-0.800774,-0.70340574,-0.6822568
0.7788254,0.75362545,0.7664871,0.63796043,0.66108555,0.6789898,0.5554825,0.64644796,0.7178899,0.7307004
-0.6936756,-0.6552682,-0.65697414,-0.63985103,-0.64298415,-0.5822046,-0.557757,-0.68919677,-0.6804198,-0.67781353
-0.5275179,-0.45478234,-0.47195402,-0.42438868,-0.44400638,-0.45035243,-0.4857415,-0.5841829,-0.51185644,-0.5800618
-0.64497423,-0.61681885,-0.59430605,-0.62488836,-0.5817602,-0.6137344,-0.5697596,-0.603873,-0.630617,-0.6022781
-0.41579115,-0.25978923,-0.25709194,-0.24782926,-0.12564194,-0.3356984,-0.17367437,-0.23632458,-0.25134945,-0.27347672
0.039710123,0.00935613,-0.024324685,0.10828214,0.110070184,-0.03759791,0.05737534,0.111533746,0.12025615,0.06865441
0.63272125,0.65200937,0.69188225,0.7337215,0.8019005,0.7850448,0.8555471,0.7514618,0.7485378,0.69959754
0.39207903,0.42131332,0.44419402,0.3776101,0.4376182,0.47834527,0.4624625,0.53815246,0.41907302,0.48187774
0.8303916,0.78658205,0.7664871,0.871378,0.95496035,0.8567035,0.86754966,0.8794474,0.85963637,0.88177127
-0.1923377,-0.2213399,-0.2779813,-0.35556042,-0.3307421,-0.35003015,-0.371717,-0.32821167,-0.33563113,-0.28680652
-0.41865596,-0.37788364,-0.42420688,-0.4363588,-0.36135408,-0.43888703,-0.30870342,-0.45619732,-0.4543917,-0.43343416
-0.25536305,-0.24056457,-0.23321837,-0.23286659,-0.2389062,-0.18664816,-0.24268924,-0.15100084,-0.14791285,-0.19794129
0.6556395,0.61356,0.60832477,0.781602,0.6855751,0.7105197,0.6395006,0.7809969,0.62211525,0.64627844
2.1940308,2.0636494,2.016865,1.96066,1.9529104,1.9373178,2.1008148,1.978811,2.047242,2.0281327
