Model,Band_Selection,N_Bands,OA,AA,Kappa
SVM,PCA Loadings,12,0.8985,0.904,0.89
SVM,Mutual Information,12,0.7764,0.7864,0.7579
SVM,K-Means Clustering,12,0.9446,0.9519,0.94
SVM,Laplacian Score,12,0.8646,0.8773,0.8534
SVM,Genetic Algorithm,12,0.9713,0.9744,0.9689
SVM,QPSO,12,0.9754,0.9779,0.9733
SVM,Quantum Amplitude (Qiskit),12,0.9046,0.9177,0.8967
Random Forest,PCA Loadings,12,0.8892,0.8989,0.88
Random Forest,Mutual Information,12,0.7426,0.7523,0.7212
Random Forest,K-Means,12,0.9231,0.9341,0.9167
Random Forest,Laplacian Score,12,0.8297,0.8414,0.8156
Random Forest,Genetic Algorithm,12,0.9292,0.9386,0.9234
Random Forest,QPSO,12,0.9395,0.9468,0.9345
Random Forest,Quantum (Qiskit),12,0.8677,0.8785,0.8567
XGBoost,PCA Loadings,12,0.8974,0.9049,0.8889
XGBoost,Mutual Information,12,0.7374,0.7454,0.7156
XGBoost,K-Means,12,0.9272,0.9367,0.9211
XGBoost,Laplacian Score,12,0.8451,0.857,0.8322
XGBoost,Genetic Algorithm,12,0.9323,0.9388,0.9267
XGBoost,QPSO,12,0.9374,0.9446,0.9322
XGBoost,Quantum (Qiskit),12,0.8749,0.8857,0.8645
LightGBM,PCA Loadings,12,0.8872,0.8961,0.8778
LightGBM,Mutual Information,12,0.7344,0.7464,0.7123
LightGBM,K-Means,12,0.9313,0.9425,0.9256
LightGBM,Laplacian Score,12,0.8256,0.8361,0.811
LightGBM,Genetic Algorithm,12,0.9374,0.9421,0.9322
LightGBM,QPSO,12,0.9395,0.9417,0.9345
LightGBM,Quantum (Qiskit),12,0.8738,0.8833,0.8634
KNN,PCA Loadings,12,0.8605,0.871,0.849
KNN,Mutual Information,12,0.7272,0.7376,0.7045
KNN,K-Means,12,0.9241,0.9356,0.9178
KNN,Laplacian Score,12,0.8236,0.8394,0.809
KNN,Genetic Algorithm,12,0.9323,0.9422,0.9267
KNN,QPSO,12,0.9426,0.9499,0.9378
KNN,Quantum (Qiskit),12,0.8472,0.8604,0.8345


Model,Band_Selection,N_Bands,OA,AA,Kappa
KNN,PCA Loadings,12,0.8605,0.871,0.849
KNN,Mutual Information,12,0.7272,0.7376,0.7045
KNN,K-Means,12,0.9241,0.9356,0.9178
KNN,Laplacian Score,12,0.8236,0.8394,0.809
KNN,Genetic Algorithm,12,0.9323,0.9422,0.9267
KNN,QPSO,12,0.9426,0.9499,0.9378
KNN,Quantum (Qiskit),12,0.8472,0.8604,0.8345


Model,Band_Selection,N_Bands,OA,AA,Kappa
LightGBM,PCA Loadings,12,0.8872,0.8961,0.8778
LightGBM,Mutual Information,12,0.7344,0.7464,0.7123
LightGBM,K-Means,12,0.9313,0.9425,0.9256
LightGBM,Laplacian Score,12,0.8256,0.8361,0.811
LightGBM,Genetic Algorithm,12,0.9374,0.9421,0.9322
LightGBM,QPSO,12,0.9395,0.9417,0.9345
LightGBM,Quantum (Qiskit),12,0.8738,0.8833,0.8634


Model,Band_Selection,N_Bands,OA,AA,Kappa
Random Forest,PCA Loadings,12,0.8892,0.8989,0.88
Random Forest,Mutual Information,12,0.7426,0.7523,0.7212
Random Forest,K-Means,12,0.9231,0.9341,0.9167
Random Forest,Laplacian Score,12,0.8297,0.8414,0.8156
Random Forest,Genetic Algorithm,12,0.9292,0.9386,0.9234
Random Forest,QPSO,12,0.9395,0.9468,0.9345
Random Forest,Quantum (Qiskit),12,0.8677,0.8785,0.8567


Model,Band_Selection,N_Bands,OA,AA,Kappa
XGBoost,PCA Loadings,12,0.8974,0.9049,0.8889
XGBoost,Mutual Information,12,0.7374,0.7454,0.7156
XGBoost,K-Means,12,0.9272,0.9367,0.9211
XGBoost,Laplacian Score,12,0.8451,0.857,0.8322
XGBoost,Genetic Algorithm,12,0.9323,0.9388,0.9267
XGBoost,QPSO,12,0.9374,0.9446,0.9322
XGBoost,Quantum (Qiskit),12,0.8749,0.8857,0.8645


0,1,2,3,4,5,6,7,8,9,10,11
0.81559366,0.8056598,0.7911803,0.8638314,0.78459454,0.82230735,0.7895329,0.7337935,0.79387635,0.7383351,0.73234147,0.7447068
-0.54427487,-0.5821611,-0.6038243,-0.62581456,-0.9570595,-0.93476576,-1.031859,-0.980321,-0.94891554,-0.9648581,-0.93328184,-1.0022227
-0.10869199,-0.12312443,-0.10115032,-0.07658168,-0.26877698,-0.17518276,-0.17367437,-0.12173057,-0.24923114,-0.2494513,-0.24764062,-0.23602551
-0.78103775,-0.77801675,-0.78600144,-0.8174533,-1.1276339,-1.083816,-1.1698887,-1.0600473,-1.0933458,-1.089562,-1.012927,-1.0711805
-2.524887,-2.534597,-2.5521076,-2.5520806,-2.1989605,-2.1414995,-2.2471206,-2.176215,-2.1781776,-2.1692355,-2.204142,-2.1706734
-0.30144122,-0.2577752,-0.23609637,-0.24648824,-0.053314626,-0.03186521,0.006364362,-0.060402684,-0.014933157,-0.045987,0.06055162,0.03980545
-0.6398907,-0.63877565,-0.5700878,-0.530983,-0.8732686,-0.79144824,-0.8728248,-0.8944619,-0.9071913,-0.945168,-0.909042,-1.0060537
0.3238555,0.33744234,0.3188692,0.2652071,0.20105065,0.28629974,0.2194102,0.3290294,0.26750824,0.27561787,0.29256153,0.27732655
0.37697536,0.458322,0.42176557,0.3837466,-0.09221755,-0.008934402,0.030369526,0.049987514,0.09098237,0.101688705,-0.03987057,0.032143477
0.059773866,0.060490236,0.08777413,0.10122752,-0.61591077,-0.5220112,-0.3927215,-0.5571586,-0.48031956,-0.50542253,-0.46579918,-0.49653253
-0.5199915,-0.5546189,-0.54309857,-0.525056,-0.16403833,-0.17804912,-0.17067373,-0.16772649,-0.19787817,-0.16740926,-0.12990427,-0.14408186
1.3042964,1.2478651,1.2145735,1.3241596,1.9307346,1.9487833,1.9837898,2.0247455,1.9782045,1.968966,1.9270194,1.9706221
-0.59739476,-0.6663178,-0.62575305,-0.5823501,0.111274675,0.08565518,0.048373405,0.053053908,0.04604851,0.055745155,0.14019682,0.16239698
1.0978878,1.1392264,1.0863748,1.0436163,0.8833481,0.73058414,0.72051805,0.6785984,0.7425234,0.8269405,0.64923346,0.683411
0.0066540013,0.040598646,-0.04211143,-0.050898124,-0.77750754,-0.757052,-0.7557996,-0.7595406,-0.7274558,-0.72857696,-0.6874206,-0.7378846
-0.2392151,-0.25624505,-0.26139873,-0.23463431,-0.22089645,-0.21244532,-0.20968214,-0.124796964,-0.14652517,-0.14443748,-0.09527592,-0.17472975
0.9430813,1.021407,0.9767311,0.9428577,0.7546692,0.7162524,0.7835316,0.7399263,0.76819986,0.7809969,0.67693615,0.67574906
-0.28778183,-0.2853174,-0.26308557,-0.2761231,-0.116157815,-0.06626142,-0.07465307,0.0039915997,-0.034190524,-0.026296904,-0.04679624,-0.052138202
-0.14967017,-0.13077503,-0.19055207,-0.23463431,-0.37351564,-0.4044908,-0.33570924,-0.33331177,-0.39687097,-0.43322554,-0.303046,-0.35095507
0.58186626,0.62663543,0.620811,0.6287281,0.99706435,0.99142206,0.9605697,0.96070665,0.94151616,1.0008696,0.9505,0.91710114
-2.38374,-2.3999462,-2.366557,-2.3525393,-2.0463414,-2.055509,-2.0370753,-2.013696,-2.1139863,-2.0740666,-2.141811,-2.0710676
0.19181469,0.17065904,0.09452143,0.00046897543,0.30279678,0.3407604,0.23741406,0.31676385,0.3477473,0.3642233,0.25793317,0.27349558
0.9112094,0.92806953,0.9666102,0.91322285,0.5900799,0.6216628,0.6755083,0.56820816,0.6269791,0.7153633,0.6561591,0.65659416
-1.1923373,-1.2492944,-1.1739713,-1.1572665,-0.70269424,-0.7312548,-0.7618009,-0.863798,-0.9296582,-0.8893794,-0.7913056,-0.7991804
0.25555852,0.2854182,0.29019317,0.3363308,-0.14608315,-0.03759791,-0.07465307,-0.026672343,-0.02135228,-0.118184015,-0.10220159,-0.013828348
1.3574163,1.322841,1.3613273,1.2905735,1.7900857,1.6650145,1.9267775,1.8376954,1.6861345,1.7425299,1.7815802,1.7829038
0.4376838,0.38334602,0.4116446,0.4114058,-0.23585913,-0.1723164,-0.14666857,-0.12173057,-0.053447895,-0.12802906,-0.03987057,-0.14791285
-0.27412245,-0.29755837,-0.15681557,-0.15363234,0.00653603,0.0025310018,-0.011639512,0.0039915997,0.04283895,0.07215357,0.0016834406,0.028312493
0.26618248,0.29000857,0.29019317,0.17827816,0.5092815,0.52707326,0.5134735,0.49461472,0.54994965,0.5512792,0.44492623,0.43056598
0.37242222,0.40170747,0.43019968,0.4252354,0.093319476,-0.028998857,0.0033637164,0.04385473,-0.02135228,-0.039423633,0.0016834406,0.0014955942
0.31778464,0.2915387,0.3104351,0.3323795,0.27287143,0.3464931,0.3124302,0.36889255,0.3477473,0.3642233,0.31680137,0.26583362
-0.10565657,-0.058859296,-0.037050955,0.016274238,0.20105065,0.25763622,0.3514386,0.24623677,0.35737598,0.3248431,0.22676767,0.26200262
-0.17850667,-0.14607626,0.018614285,-0.060776412,-0.5171572,-0.45608512,-0.44973376,-0.43450278,-0.4450144,-0.46604237,-0.47272485,-0.48503956
1.0887816,1.1239252,1.0762538,1.01003,1.5626532,1.3955775,1.6027077,1.5371888,1.5224468,1.4799953,1.5287933,1.6641433
-0.08137321,-0.03284722,-0.116331756,-0.08843562,-0.23286659,-0.13505384,-0.21568342,-0.1615937,-0.17220168,-0.18053599,-0.1645326,-0.13641989
2.1496613,2.135336,2.063047,2.096642,2.5471964,2.4188647,2.4158828,2.3835137,2.4339623,2.4185565,2.4776099,2.503129
-0.7203293,-0.7076311,-0.6594896,-0.6613764,-1.184492,-1.1812719,-1.1578861,-1.1244415,-1.1446987,-1.1584773,-1.1272005,-1.0826733
1.0994055,1.0305877,1.0576987,1.0317622,0.8115273,0.9312287,0.9275626,0.908578,1.015336,0.9582078,0.89163184,0.959242
0.92790425,0.9188888,0.8822689,0.940882,0.63197535,0.6445936,0.73552126,0.74605906,0.81634325,0.8499123,0.77043265,0.76003075
1.5987324,1.5339979,1.4541028,1.4525774,1.8499362,1.7051435,1.5667,1.7886331,1.6123145,1.6572062,1.6880838,1.744594
0.34206802,0.32367125,0.33742428,0.38572225,0.23097599,0.22897272,0.2194102,0.2799671,0.25467,0.31171638,0.21637917,0.2390167
-0.8857598,-0.82239026,-0.8281721,-0.76411057,-1.0977086,-1.0895487,-1.0678668,-1.1612383,-1.1543275,-1.1814492,-1.1341262,-1.0865043
-2.3124075,-2.3265004,-2.403667,-2.4473708,-2.0463414,-2.0641081,-2.0610805,-2.1731486,-2.0562143,-2.0478132,-2.1314225,-2.0863917
-2.3943639,-2.4045365,-2.374991,-2.3821743,-2.1121771,-2.0956378,-2.1120915,-2.1486173,-2.110777,-2.1068835,-2.1071827,-2.0404198
-0.18761294,-0.113943696,-0.077534765,-0.094362594,0.186088,0.22897272,0.19540502,0.15731132,0.20010746,0.21982928,0.28563586,0.18921387
0.07039784,0.08497219,0.02367476,0.065665685,-0.24483672,-0.22391072,-0.18267632,-0.08493384,-0.12726781,-0.21007112,-0.1645326,-0.09811003
0.13262397,0.15076745,0.09452143,0.10517883,0.26389384,0.16877934,0.22841214,0.25543594,0.27392736,0.22967432,0.2787102,0.20836881
-0.49267274,-0.5576792,-0.47393876,-0.41441914,-0.7206494,-0.7541857,-0.69278604,-0.73807585,-0.762761,-0.80733734,-0.77399147,-0.7915184
1.8658494,1.8247211,1.8505068,1.8615385,2.0863464,2.077769,2.0948136,1.9940815,2.0295575,1.9525576,2.0863097,2.0625658
-2.561312,-2.546838,-2.5403,-2.5639346,-2.1361172,-2.170163,-2.1631024,-2.1578166,-2.1878064,-2.152827,-2.204142,-2.1361945
0.081021816,0.07273121,0.05066397,0.09332489,0.22798344,0.27483433,0.20140631,0.2799671,0.306023,0.2887446,0.2717845,0.25817165
0.11137603,0.11863488,0.09283461,0.10122752,0.29082665,0.22897272,0.34243667,0.26156875,0.31244212,0.30187133,0.38605803,0.31563643
0.23431057,0.23951453,0.22778064,0.12888671,0.5362143,0.47261256,0.5134735,0.53447783,0.57562613,0.55784255,0.5349599,0.5148477
-0.6292667,-0.6035828,-0.4891202,-0.5112264,-1.049828,-1.0379544,-1.0948726,-1.1213751,-1.0837171,-1.0862803,-1.0475553,-1.0328705
-2.420165,-2.4014764,-2.36487,-2.388101,-2.0822518,-2.1157024,-2.1661031,-2.1271527,-2.1396627,-2.1397004,-2.0760171,-2.0940535
-1.2940239,-1.2508245,-1.2987964,-1.3093921,-0.6607988,-0.6108681,-0.68078345,-0.72887665,-0.72424626,-0.67935175,-0.7497516,-0.6536029
0.7609561,0.80872,0.8670875,0.7887564,1.0449449,1.0143528,1.1196039,0.9975034,1.089156,1.0927567,1.0647736,1.1048194
0.53178185,0.54553896,0.57526666,0.60304457,0.877363,0.86243623,0.7775303,0.7951214,0.82276237,0.8597573,0.867392,0.84048146
-0.12842223,-0.1629076,-0.15512875,-0.11411917,0.15616266,0.26336893,0.1864031,0.2830335,0.26108912,0.27561787,0.219842,0.2390167
0.6850706,0.7000813,0.6832235,0.7709755,0.34768477,0.3522258,0.3514386,0.27076793,0.26108912,0.19029413,0.2683217,0.2696646
-2.4960506,-2.497874,-2.5807836,-2.5876427,-2.1540725,-2.2647526,-2.2411194,-2.2804723,-2.2391593,-2.2348692,-2.266473,-2.224307
0.0066540013,0.032948036,-0.008374922,-0.011384971,-0.2538143,-0.3185003,-0.227686,-0.23518716,-0.1689921,-0.15428253,-0.27188048,-0.25134945
-0.29233497,-0.29755837,-0.26814604,-0.21487772,-0.53211987,-0.487615,-0.464737,-0.4253036,-0.50920564,-0.5152676,-0.39307967,-0.42757478
-0.08896176,-0.080281004,-0.072474286,-0.078557335,-0.24483672,-0.18378182,-0.07165242,-0.08800024,-0.1786208,-0.21663448,-0.20954946,-0.15557481
-0.076820076,-0.09558223,-0.05729286,-0.10424089,-0.30767992,-0.24970788,-0.2546918,-0.2719839,-0.36477536,-0.34462008,-0.25802913,-0.2934903
-2.430789,-2.4198377,-2.4255958,-2.4493465,-2.0792592,-2.1214352,-2.0790844,-2.176215,-2.110777,-2.1200104,-2.1279597,-2.0825605
-0.19823693,-0.16443773,-0.07584794,-0.08843562,-0.2597994,-0.20384628,-0.28769892,-0.14012894,-0.2716981,-0.22976121,-0.13336709,-0.17856073
-0.27260473,-0.30214873,-0.2867011,-0.28402573,-0.3705231,-0.41595623,-0.2606931,-0.32717898,-0.34230843,-0.3577468,-0.37922832,-0.40075788
-0.0009345508,0.009996202,0.059098095,0.039982133,-0.39446336,-0.3758273,-0.32970795,-0.33024538,-0.42254746,-0.42994386,-0.3965425,-0.44289872
-0.8447816,-0.86523366,-0.87877685,-0.85499084,-0.61890334,-0.59366995,-0.63877445,-0.7074119,-0.6696837,-0.7220136,-0.63894093,-0.67275786
-0.19216606,-0.21952213,-0.24115683,-0.21092641,0.19207306,0.1831111,0.153396,0.12051459,0.1968979,0.20342086,0.29948717,0.3194674
1.1707379,1.1774795,1.1943316,1.1898149,1.4309816,1.5274297,1.491684,1.460529,1.5481232,1.5226572,1.5738102,1.6105095
-0.5078498,-0.50259477,-0.52623034,-0.5072751,-1.0318729,-1.0293554,-1.08287,-1.0508481,-1.0066876,-0.9648581,-0.9852243,-1.0635184
-0.14359933,-0.11241357,-0.18549159,-0.23660997,0.2878341,0.23470542,0.10238502,0.19717446,0.31565168,0.27889955,0.17482515,0.25434065
0.5166047,0.5776715,0.5229751,0.508213,0.371625,0.30349785,0.2584186,0.2339712,0.24183176,0.1574773,0.23715617,0.23518571
-0.5275801,-0.53625745,-0.3642951,-0.44998097,-0.6637913,-0.6366652,-0.6027667,-0.5908889,-0.7017793,-0.69576013,-0.71166044,-0.71106774
0.40125874,0.3894665,0.46730983,0.37979528,0.78459454,0.7535149,0.678509,0.7245943,0.67191297,0.7809969,0.6665476,0.72555184
-0.6945282,-0.7030408,-0.6915392,-0.6673034,0.024491228,-0.04046426,-0.08665565,-0.0021411893,-0.02135228,0.036055062,-0.008705063,0.051298406
0.2995721,0.2854182,0.33405063,0.3837466,0.5691322,0.5643358,0.6004922,0.5252787,0.591674,0.6234762,0.5938281,0.53017163
0.6805175,0.7000813,0.65960795,0.57538533,0.7995572,0.81944096,0.86454904,0.8871132,0.8901632,0.9188276,0.79120964,0.8864533
0.14324795,0.18443014,0.17042857,0.20396172,-0.27775458,-0.28123775,-0.2666944,-0.28118306,-0.29095545,-0.31180328,-0.35845134,-0.31264523
0.9840595,0.9938648,1.0425173,0.9705169,1.2604072,1.3439832,1.3656569,1.2397486,1.3362923,1.3651364,1.3764286,1.3729883
-1.5611409,-1.5599091,-1.4995286,-1.5603007,-1.5795063,-1.5968928,-1.5359675,-1.6457287,-1.5491035,-1.555561,-1.5808319,-1.5921944
1.1783265,1.1851301,1.2078263,1.2806952,1.6943246,1.7682031,1.794749,1.7211723,1.637991,1.6670512,1.6742324,1.717777
-0.05405442,-0.115473814,-0.09608985,-0.11214352,-0.5829929,-0.59940267,-0.50074476,-0.51116264,-0.5830255,-0.5841829,-0.5385187,-0.5539973
0.7897926,0.79647905,0.82829046,0.85197747,1.1347209,0.96562487,0.9605697,1.1140264,0.957564,1.0107148,1.0024426,1.0090448
1.2193047,1.1851301,1.1909579,1.1542531,0.49731138,0.5070088,0.5554825,0.53754425,0.5339019,0.57753265,0.5176458,0.64127016
-0.18913065,-0.18279919,-0.18211795,-0.1694376,-0.57700783,-0.62519985,-0.50074476,-0.51422906,-0.5188343,-0.48573247,-0.5419815,-0.44672972
-0.5579343,-0.54849845,-0.48743334,-0.44207835,-0.7326196,-0.6366652,-0.6417751,-0.6522168,-0.7595514,-0.79749227,-0.77745426,-0.80301136
-0.23162656,-0.22564262,-0.22260176,-0.2899527,-0.46029907,-0.4216889,-0.35671377,-0.34864375,-0.4514335,-0.45291564,-0.42424518,-0.41225085
1.0386971,1.0244672,1.1116772,1.0357136,1.4968174,1.4930334,1.4556762,1.4267986,1.477513,1.5062487,1.4352968,1.484087
0.5970434,0.58226186,0.58876127,0.61292285,0.9491838,0.87390167,0.8435445,0.91471076,0.8676962,0.8597573,0.8777805,0.8941152
-1.2348332,-1.1559569,-1.1419216,-1.1276317,-0.63386595,-0.6567297,-0.63877445,-0.71354467,-0.74992275,-0.74498534,-0.60431254,-0.64594096
-2.5567589,-2.5667295,-2.61452,-2.62518,-2.195968,-2.1500986,-2.1991103,-2.2682068,-2.2519975,-2.2315874,-2.2941756,-2.1898282
-0.8144274,-0.82392037,-0.7337099,-0.6989139,-1.1096786,-1.1239449,-1.073868,-1.1489727,-1.1126032,-1.142069,-1.1479776,-1.1439692
-1.0269068,-1.0381374,-1.0457726,-1.0742888,-1.3281336,-1.393382,-1.370932,-1.4341474,-1.3886255,-1.3324065,-1.3384334,-1.3508424
1.2466234,1.1912506,1.2348155,1.2787195,1.517765,1.6076875,1.422669,1.4390641,1.5288659,1.5489106,1.577273,1.6603123
0.081021816,0.075791456,0.09620826,0.17432685,-0.4423439,-0.4216889,-0.40472406,-0.45903394,-0.5124152,-0.5349577,-0.47965053,-0.4543917
0.08709265,0.049779378,0.032108888,0.059738707,-0.035359427,-0.014667103,-0.07465307,-0.032805134,-0.05986702,-0.12802906,-0.07796175,-0.09427904
0.1660136,0.19208075,0.24970937,0.23162092,-0.032366894,-0.1436529,-0.05964984,-0.04507071,-0.0951722,-0.14443748,-0.10912726,-0.09811003
-1.2317978,-1.1819689,-1.1942132,-1.1967796,-0.5949631,-0.659596,-0.7227925,-0.7656734,-0.80769485,-0.800774,-0.6978091,-0.70340574
0.06736242,0.054369748,0.10126873,0.15061896,0.63796043,0.6789898,0.5554825,0.6295361,0.63339823,0.64644796,0.7358043,0.7178899
-0.24832137,-0.22870286,-0.26645923,-0.3136606,-0.63985103,-0.5822046,-0.557757,-0.5970217,-0.6953602,-0.68919677,-0.7081976,-0.6804198
-0.34393713,-0.39242595,-0.30525622,-0.28797704,-0.42438868,-0.45035243,-0.4857415,-0.49583068,-0.50599605,-0.5841829,-0.52120453,-0.51185644
-0.24680366,-0.20575103,-0.1989862,-0.22870733,-0.62488836,-0.6137344,-0.5697596,-0.5816897,-0.5862351,-0.603873,-0.6320152,-0.630617
0.27377105,0.2379844,0.20753872,0.23952356,-0.24782926,-0.3356984,-0.17367437,-0.19225764,-0.1786208,-0.23632458,-0.16106977,-0.25134945
-0.14511704,-0.14760639,-0.16018921,-0.20104812,0.10828214,-0.03759791,0.05737534,0.06838588,0.078144126,0.111533746,0.07094012,0.12025615
0.8626427,0.9051177,0.9092581,0.9112472,0.7337215,0.7850448,0.8555471,0.7828558,0.7778285,0.7514618,0.7946725,0.7485378
0.34662116,0.30224955,0.29862732,0.33435515,0.3776101,0.47834527,0.4624625,0.44248602,0.52427316,0.53815246,0.52803427,0.41907302
0.9946835,1.0045756,0.9463683,0.96458995,0.871378,0.8567035,0.86754966,0.9423083,0.87411535,0.8794474,0.9262602,0.85963637
-0.8159451,-0.81779987,-0.8214248,-0.82338035,-0.35556042,-0.35003015,-0.371717,-0.24131994,-0.38403273,-0.32821167,-0.30997163,-0.33563113
-0.3090298,-0.33122104,-0.30694303,-0.32551455,-0.4363588,-0.43888703,-0.30870342,-0.42837,-0.43859527,-0.45619732,-0.44155934,-0.4543917
-0.098068014,-0.11088345,-0.08934254,-0.07460602,-0.23286659,-0.18664816,-0.24268924,-0.18305846,-0.13368693,-0.15100084,-0.1437556,-0.14791285
0.45741403,0.4889244,0.44875476,0.52994525,0.781602,0.7105197,0.6395006,0.6356689,0.6943799,0.7809969,0.7150273,0.62211525
1.9174515,1.8935766,1.8471332,1.8911734,1.96066,1.9373178,2.1008148,1.9542184,2.0456054,1.978811,2.0066645,2.047242
0.23582828,0.24104466,0.25139618,0.288915,0.31177437,0.37515664,0.36044052,0.40875566,0.49217755,0.5086173,0.45531473,0.3960871
0.45134318,0.42465928,0.42682603,0.3837466,0.6080351,0.59013295,0.5644845,0.5252787,0.5724166,0.64972967,0.54881126,0.62211525
-0.19216606,-0.19657029,-0.19729938,-0.13782707,-0.2059338,-0.20384628,-0.16767308,-0.14932813,-0.18503992,-0.19038104,-0.11259009,-0.14791285
-0.1238691,-0.115473814,-0.10452397,-0.12597312,-0.34658283,-0.32136667,-0.3327086,-0.33331177,-0.39045185,-0.41353542,-0.45194784,-0.43140575
-1.0618142,-1.0748605,-1.08963,-1.0328001,-0.28673217,-0.2955695,-0.38371956,-0.44370198,-0.3776136,-0.33477503,-0.2857318,-0.25518042
-2.0559144,-2.058729,-2.0207577,-2.0107505,-1.7051926,-1.7086805,-1.770018,-1.7131894,-1.6903243,-1.6966733,-1.6881797,-1.6841381
1.3042964,1.3121302,1.3377118,1.2313037,1.5387129,1.4787017,1.5306923,1.5402552,1.5545424,1.5292206,1.5945872,1.6181715
0.40125874,0.40170747,0.29694048,0.30472028,0.54519194,0.60733104,0.5554825,0.5620754,0.5114349,0.46267375,0.47955456,0.46121386
0.7321196,0.73374397,0.65792114,0.73343796,1.1526761,1.0774126,1.0475883,1.1814871,1.1276708,1.1091652,1.0855505,1.0933264
1.0053074,1.0183468,0.9278132,0.940882,0.68584096,0.6015984,0.4894683,0.64793444,0.70721817,0.6103495,0.6042166,0.56848145
0.7685447,0.8270815,0.784433,0.7512189,0.9372137,0.84523815,0.8765516,0.8533829,0.8965823,0.90570086,0.8950947,0.8289885
0.5241933,0.5149365,0.43019968,0.41733277,0.186088,0.14011584,0.030369526,0.11744819,0.004324212,0.042618424,0.08132863,0.043636438
1.1692202,1.2585759,1.103243,1.021884,0.9731241,0.9541595,0.74152255,0.8043206,0.87411535,0.8827291,0.79120964,0.80600256
0.11744687,0.10486378,0.0725927,0.11703278,0.18309546,0.2547699,0.22841214,0.24930316,0.3220708,0.31499806,0.28909868,0.28115755
1.1737733,1.2386843,1.2111999,1.1917906,0.967139,1.0258182,0.86754966,0.8196525,0.8323911,0.8499123,0.805061,0.89794624
-0.6702449,-0.6724383,-0.5802088,-0.594204,-1.1246413,-1.0694842,-1.091872,-1.1551055,-1.1093936,-1.1125338,-1.1375891,-1.0826733
-0.5184738,-0.49953452,-0.4638178,-0.41837046,-0.9570595,-0.9175677,-0.9748467,-0.95578986,-0.9392869,-0.9418863,-1.0475553,-1.0175467
0.19788551,0.22880368,0.21934651,0.24347487,0.033468824,-0.046196964,-0.029643387,-0.017473161,-0.043819208,-0.11162066,-0.09181309,-0.09427904
0.07343326,0.08344207,0.12151063,0.15259461,0.2519237,0.30349785,0.18940374,0.2339712,0.28034648,0.27889955,0.27524734,0.2964815
0.33447945,0.33438212,0.31549555,0.37584394,0.4075354,0.4468154,0.42645475,0.51914585,0.5724166,0.61691284,0.5176458,0.43439698
-0.97985786,-1.0029447,-1.0727618,-1.0821915,-0.33162016,-0.33856475,-0.44373247,-0.3731749,-0.3776136,-0.35446513,-0.33074865,-0.2628424
-2.3852577,-2.3693438,-2.4087274,-2.42959,-2.061304,-2.1844947,-2.1030896,-2.1363518,-2.1942253,-2.1659539,-2.1695137,-2.0940535
0.8823729,0.89593697,0.91263175,0.7867807,1.3412056,1.2952552,1.2666355,1.1998855,1.2239575,1.2207423,1.1859728,1.2887067
0.3299263,0.2991893,0.23790158,0.22569396,0.2579088,0.26336893,0.3184315,0.2891663,0.306023,0.25264612,0.33065268,0.22369274
0.38911706,0.33744234,0.36272666,0.38177094,0.53920686,0.46974623,0.59149027,0.47621635,0.5627879,0.5250257,0.5349599,0.49952373
-0.4000924,-0.4367995,-0.3238113,-0.3452711,-0.5949631,-0.5564074,-0.464737,-0.5418266,-0.56697774,-0.60059136,-0.6250896,-0.6038001
-2.5112276,-2.5055246,-2.5031896,-2.5165188,-2.0882368,-2.1472323,-2.202111,-2.23141,-2.1621299,-2.185644,-2.1902907,-2.1745043
-2.3291023,-2.3494523,-2.3412545,-2.3446367,-2.0373638,-2.0641081,-2.05808,-2.0811567,-2.094729,-2.0871935,-2.0864055,-2.013603
0.53329957,0.55931,0.55502474,0.5358722,0.74868417,0.74778223,0.77452964,0.7153951,0.7136373,0.6333212,0.74272996,0.70639694
0.93549275,0.88522613,0.89913714,0.9290281,0.7277364,0.79364383,0.87055033,0.78592217,0.78424764,0.77771527,0.784284,0.8213265
0.16146047,0.15994817,0.20079143,0.19013211,-0.31965002,-0.29270315,-0.23968859,-0.21678878,-0.32305107,-0.25929636,-0.2545663,-0.29732126
0.7715801,0.79035854,0.82997733,0.8341965,1.1377134,1.0974771,1.161613,1.11096,1.1597663,1.1452637,1.0301452,1.0320307
1.232964,1.2601061,1.14204,1.096959,1.6464441,1.4271073,1.398664,1.6077158,1.4389982,1.420925,1.5738102,1.5683687
-0.10110344,-0.043558076,-0.13151318,-0.11807049,-0.4064335,-0.4646842,-0.44973376,-0.39157328,-0.47390044,-0.4955775,-0.4138567,-0.44289872
0.27984187,0.28082782,0.20922555,0.25532883,-0.20294127,-0.24397518,-0.17667502,-0.13399614,-0.18503992,-0.2133528,-0.16799544,-0.2398565
0.08253952,0.039068524,0.02367476,0.061714366,-0.035359427,-0.12072209,-0.03264403,-0.08493384,-0.09838176,-0.15100084,-0.12990427,-0.09811003
0.9521876,0.9678527,0.91937906,0.9112472,0.69481856,0.71338606,0.76252705,0.7276607,0.76499027,0.77771527,0.7669698,0.7370448
-2.4748025,-2.5039945,-2.5268052,-2.5362754,-2.0762668,-2.1243014,-2.1480992,-2.170082,-2.1781776,-2.1561089,-2.2179933,-2.1093774
-0.2801933,-0.28225714,-0.25465143,-0.20302378,-0.56803024,-0.49048135,-0.41672665,-0.4804987,-0.5445108,-0.5152676,-0.50042754,-0.5041945
